participant,brochure_id,age,gender,reason,clicked_item,reaction_time,gaze_x,gaze_y
SYN_075,1,14,male,brand,goldi,2.801985,-0.44537,-0.070867
SYN_075,2,14,male,familiarity,ritzbury,8.820131,-0.297222,0.031222
SYN_075,3,14,male,price,fortune,2.04874,-0.506692,0.03547
SYN_075,4,14,male,price,richlife,52.6541,-0.485913,0.027479
SYN_075,5,14,male,brand,highlandYoghurt,28.172831,0.423541,0.025206
SYN_076,1,14,Female,price,krest,15.402944,-0.01418,-0.059092
SYN_076,2,14,Female,brand,revello,5.841143,0.589411,-0.009132
SYN_076,3,14,Female,price,fortune,12.736937,-0.492611,0.022906
SYN_076,4,14,Female,familiarity,ambewela,23.551797,-0.59162,-0.023983
SYN_076,5,14,Female,brand,highlandYoghurt,3.290208,-0.414681,0.029857
SYN_077,1,42,male,brand,goldi,15.269159,-0.444649,0.045805
SYN_077,2,42,male,brand,cadbury,2.111657,0.442183,0.03961
SYN_077,3,42,male,price,marina,3.9933,0.515741,-0.029445
SYN_077,4,42,male,brand,kothmale,2.441751,-0.495359,-0.001134
SYN_077,5,42,male,familiarity,pelawatteyoghurt,1.353441,-0.133897,0.030487
SYN_078,1,14,Female,brand,unknown,1.909244,-0.445202,0.048723
SYN_078,2,14,Female,brand,revello,2.101566,0.163441,0.049203
SYN_078,3,14,Female,price,fortune,1.79063,-0.399366,-0.001546
SYN_078,4,14,Female,familiarity,richlife,3.051291,-0.568598,0.049814
SYN_078,5,14,Female,familiarity,highlandYoghurt,1.35224,-0.159202,0.030924
SYN_079,1,14,male,familiarity,elephanthouse,14.152828,0.480556,0.029883
SYN_079,2,14,male,brand,kandos,2.181882,0.471395,0.05772
SYN_079,3,14,male,familiarity,marina,15.999609,0.495912,0.052272
SYN_079,4,14,male,price,ambewela,8.497656,-0.590857,-0.012882
SYN_079,5,14,male,price,ambewelayoghurt,10.25832,0.301171,0.028782
SYN_080,1,33,male,brand,pussalla,27.091949,0.310774,-0.00683
SYN_080,2,33,male,brand,cadbury,4.608504,0.358563,0.01334
SYN_080,3,33,male,brand,marina,21.066813,0.488391,-0.056286
SYN_080,4,33,male,price,kothmale,19.725062,-0.575946,-0.04034
SYN_080,5,33,male,familiarity,pelawatteyoghurt,19.068468,0.47134,0.023328
SYN_081,1,29,Female,brand,unknown,19.101499,-0.351496,-0.06513
SYN_081,2,29,Female,brand,cadbury,12.749131,0.613569,-0.022066
SYN_081,3,29,Female,brand,fortune,9.91845,-0.462527,-0.071497
SYN_081,4,29,Female,brand,ambewela,13.968197,-0.481383,-0.045197
SYN_081,5,29,Female,brand,highlandYoghurt,7.0135,-0.322325,-0.002545
SYN_082,1,37,Female,price,pussalla,30.560115,0.1221,0.024164
SYN_082,2,37,Female,brand,cadbury,14.96284,0.565388,0.021345
SYN_082,3,37,Female,familiarity,fortune,25.94011,-0.351604,0.033984
SYN_082,4,37,Female,familiarity,ambewela,9.642392,-0.187228,-0.053616
SYN_082,5,37,Female,brand,highlandYoghurt,1.37007,-0.414815,-0.019806
SYN_083,1,14,male,brand,unknown,7.091279,-0.404315,-0.093285
SYN_083,2,14,male,brand,cadbury,6.379079,-0.253752,-0.025215
SYN_083,3,14,male,brand,fortune,4.290329,-0.469452,0.005059
SYN_083,4,14,male,brand,kothmale,52.149812,-0.573898,0.011814
SYN_083,5,14,male,brand,highlandYoghurt,11.517529,-0.40702,0.02938
SYN_084,1,49,female,brand,goldi,24.761608,-0.391008,0.059251
SYN_084,2,49,female,familiarity,cadbury,10.26036,0.271787,0.057628
SYN_084,3,49,female,brand,marina,13.18855,-0.121159,-0.044768
SYN_084,4,49,female,brand,kraft,2.414657,0.601852,-0.037797
SYN_084,5,49,female,familiarity,ambewelayoghurt,1.352219,-0.414762,-0.041268
SYN_085,1,49,Female,brand,goldi,26.467577,-0.442981,0.046239
SYN_085,2,49,Female,brand,cadbury,12.949776,0.091698,0.020607
SYN_085,3,49,Female,familiarity,marina,5.71997,-0.212261,-0.01763
SYN_085,4,49,Female,brand,kraft,4.961558,0.601852,-0.057816
SYN_085,5,49,Female,familiarity,pelawatteyoghurt,1.35229,-0.41481,-0.043309
SYN_086,1,15,male,brand,elephanthouse,7.447463,-0.314195,-0.028492
SYN_086,2,15,male,brand,cadbury,3.262164,0.540321,0.019724
SYN_086,3,15,male,price,fortune,4.495951,-0.351435,-0.052328
SYN_086,4,15,male,brand,kothmale,9.110634,-0.589202,-0.028026
SYN_086,5,15,male,brand,pelawatteyoghurt,8.133949,0.447818,0.025278
SYN_087,1,14,male,price,goldi,6.548281,-0.445095,0.050078
SYN_087,2,14,male,brand,cadbury,3.034464,-0.201341,0.057569
SYN_087,3,14,male,brand,fortune,2.916065,-0.51157,0.03157
SYN_087,4,14,male,familiarity,kraft,11.073508,-0.23592,0.012938
SYN_087,5,14,male,familiarity,highlandYoghurt,1.352246,-0.176171,0.01474
SYN_088,1,46,female,brand,elephanthouse,21.983778,0.058683,0.047485
SYN_088,2,46,female,brand,cadbury,4.499755,0.304542,0.040909
SYN_088,3,46,female,price,Njoy,13.827616,-0.223652,-0.037219
SYN_088,4,46,female,brand,kraft,4.256777,-0.498341,-0.040057
SYN_088,5,46,female,brand,pelawatteyoghurt,1.353412,-0.372827,0.01098
SYN_089,1,40,male,price,elephanthouse,25.583911,0.401278,0.047956
SYN_089,2,40,male,brand,kandos,2.700409,0.388975,0.049427
SYN_089,3,40,male,brand,Njoy,26.859116,0.235699,-0.066064
SYN_089,4,40,male,brand,ambewela,3.426818,-0.569404,0.018839
SYN_089,5,40,male,brand,pelawatteyoghurt,1.352244,-0.115378,0.0288
SYN_090,1,45,female,brand,goldi,21.395166,-0.437785,0.049732
SYN_090,2,45,female,brand,cadbury,2.400429,0.336787,0.040358
SYN_090,3,45,female,price,Njoy,8.252849,0.455466,-0.026479
SYN_090,4,45,female,brand,kraft,2.587801,-0.559036,-0.027344
SYN_090,5,45,female,brand,pelawatteyoghurt,1.352598,-0.351272,0.028655
SYN_091,1,14,male,brand,krest,6.181764,-0.308523,-0.00094
SYN_091,2,14,male,price,cadbury,2.180376,0.142899,-0.003251
SYN_091,3,14,male,price,fortune,2.909407,-0.122132,0.040501
SYN_091,4,14,male,familiarity,kraft,24.792029,-0.591439,0.002596
SYN_091,5,14,male,familiarity,highlandYoghurt,1.423928,-0.414108,0.033867
SYN_092,1,30,Female,brand,krest,29.568498,-0.205841,-0.15
SYN_092,2,30,Female,brand,ritzbury,20.151668,0.623853,-0.04537
SYN_092,3,30,Female,price,fortune,18.742252,-0.344211,-0.078041
SYN_092,4,30,Female,brand,kothmale,46.71468,-0.567324,-0.05934
SYN_092,5,30,Female,brand,highlandYoghurt,29.617361,0.033879,-0.008937
SYN_093,1,35,male,brand,goldi,9.1062,0.154428,0.053665
SYN_093,2,35,male,brand,cadbury,2.170747,0.133787,0.055042
SYN_093,3,35,male,price,marina,7.760709,0.347374,0.030299
SYN_093,4,35,male,brand,kothmale,2.771073,-0.557323,0.021006
SYN_093,5,35,male,price,ambewelayoghurt,1.352221,-0.414152,0.028524
SYN_094,1,14,male,price,krest,5.438184,-0.381048,-0.107369
SYN_094,2,14,male,brand,revello,14.981486,0.623865,0.002766
SYN_094,3,14,male,brand,fortune,4.441316,-0.49809,-0.002657
SYN_094,4,14,male,price,ambewela,22.147012,-0.48822,-0.026192
SYN_094,5,14,male,brand,highlandYoghurt,28.780497,-0.036333,-0.014187
SYN_095,1,35,male,price,pussalla,22.985523,0.264278,0.024985
SYN_095,2,35,male,brand,cadbury,10.681187,0.458583,0.02374
SYN_095,3,35,male,familiarity,Njoy,17.302689,0.10366,0.009748
SYN_095,4,35,male,brand,ambewela,11.060986,0.017018,-0.021125
SYN_095,5,35,male,familiarity,highlandYoghurt,1.395472,-0.414794,-0.014388
SYN_096,1,49,female,brand,krest,20.084425,0.480556,0.04465
SYN_096,2,49,female,brand,cadbury,3.31256,0.626783,0.003431
SYN_096,3,49,female,price,fortune,18.687717,0.331629,-0.054469
SYN_096,4,49,female,familiarity,kothmale,2.413237,-0.589112,-0.033033
SYN_096,5,49,female,brand,pelawatteyoghurt,1.352229,-0.414815,0.017445
SYN_097,1,14,Female,brand,krest,6.977629,-0.290184,0.02073
SYN_097,2,14,Female,price,cadbury,2.165957,0.563297,0.013126
SYN_097,3,14,Female,price,fortune,2.802009,-0.34425,0.012691
SYN_097,4,14,Female,familiarity,kraft,7.068139,-0.59127,-0.021661
SYN_097,5,14,Female,familiarity,highlandYoghurt,1.382842,-0.280597,0.031122
SYN_098,1,30,Female,price,krest,30.906806,0.319176,0.003097
SYN_098,2,30,Female,brand,cadbury,15.556634,0.62684,0.017965
SYN_098,3,30,Female,familiarity,fortune,26.184493,0.331073,-0.039478
SYN_098,4,30,Female,brand,ambewela,3.442423,-0.126921,-0.057562
SYN_098,5,30,Female,familiarity,highlandYoghurt,19.192648,0.083886,-0.036614
SYN_099,1,15,Female,price,krest,24.605272,0.209543,-0.05137
SYN_099,2,15,Female,brand,cadbury,4.672936,0.626847,0.00275
SYN_099,3,15,Female,price,fortune,14.115675,0.366182,-0.021525
SYN_099,4,15,Female,brand,ambewela,3.444531,-0.591237,-0.057559
SYN_099,5,15,Female,familiarity,highlandYoghurt,27.620887,0.44095,0.015327
SYN_100,1,43,Female,price,goldi,26.357447,0.196173,0.04822
SYN_100,2,43,Female,brand,cadbury,5.251348,0.519167,0.04612
SYN_100,3,43,Female,familiarity,Njoy,17.156551,0.178529,0.048723
SYN_100,4,43,Female,brand,kothmale,3.007526,-0.307264,-0.046925
SYN_100,5,43,Female,familiarity,pelawatteyoghurt,1.352272,-0.414815,-0.002282
SYN_101,1,14,male,price,goldi,19.561166,-0.441515,-0.057704
SYN_101,2,14,male,brand,cadbury,3.454508,-0.297222,0.024103
SYN_101,3,14,male,brand,fortune,14.294588,-0.507783,-0.050452
SYN_101,4,14,male,brand,ambewela,49.821198,-0.591115,0.001931
SYN_101,5,14,male,brand,pelawatteyoghurt,2.246459,0.390701,0.034658
SYN_102,1,15,Female,brand,goldi,2.126411,-0.445186,0.05051
SYN_102,2,15,Female,brand,cadbury,5.586749,0.237417,0.057085
SYN_102,3,15,Female,price,fortune,1.946423,-0.514671,-0.07185
SYN_102,4,15,Female,brand,kraft,2.695049,0.330775,0.038277
SYN_102,5,15,Female,familiarity,pelawatteyoghurt,1.352221,0.272561,-0.019522
SYN_103,1,15,Female,brand,krest,8.512132,0.008543,-0.108103
SYN_103,2,15,Female,brand,revello,19.743764,0.622028,-0.010464
SYN_103,3,15,Female,price,fortune,13.86593,-0.469731,-0.074659
SYN_103,4,15,Female,price,kothmale,30.78991,-0.527766,0.001597
SYN_103,5,15,Female,brand,highlandYoghurt,29.567414,0.433597,-0.014161
SYN_104,1,49,female,brand,goldi,24.892669,0.480556,0.053296
SYN_104,2,49,female,familiarity,cadbury,3.421097,0.626657,0.051579
SYN_104,3,49,female,price,fortune,26.062088,0.364488,0.045995
SYN_104,4,49,female,brand,kothmale,2.408491,-0.589325,-0.04795
SYN_104,5,49,female,familiarity,ambewelayoghurt,1.352223,-0.414815,0.012905
SYN_105,1,28,Female,brand,goldi,10.927491,0.224008,0.052388
SYN_105,2,28,Female,brand,kandos,2.095494,0.079731,0.055447
SYN_105,3,28,Female,price,marina,7.104343,-0.202266,-0.027406
SYN_105,4,28,Female,brand,kraft,3.129441,-0.589645,-0.023603
SYN_105,5,28,Female,price,ambewelayoghurt,1.352284,0.298851,0.031029
SYN_106,1,37,Female,brand,krest,31.657095,0.465201,-0.15
SYN_106,2,37,Female,familiarity,cadbury,19.317339,0.62681,-0.044552
SYN_106,3,37,Female,brand,fortune,29.222905,0.362041,0.025437
SYN_106,4,37,Female,price,ambewela,40.847496,-0.591516,-0.060168
SYN_106,5,37,Female,brand,highlandYoghurt,29.625944,-0.411587,-0.001905
SYN_107,1,41,Female,brand,goldi,6.375922,-0.445182,0.057157
SYN_107,2,41,Female,brand,cadbury,2.128659,0.407492,0.057399
SYN_107,3,41,Female,price,Njoy,2.089637,-0.504419,-0.06897
SYN_107,4,41,Female,brand,kraft,2.4087,-0.28695,-0.030615
SYN_107,5,41,Female,familiarity,ambewelayoghurt,1.352219,0.118415,0.013256
SYN_108,1,44,male,price,unknown,20.638805,0.480556,0.012459
SYN_108,2,44,male,brand,cadbury,11.190148,0.526658,0.008903
SYN_108,3,44,male,familiarity,Njoy,21.144502,0.130275,-0.001805
SYN_108,4,44,male,brand,ambewela,13.400958,-0.222768,-0.005993
SYN_108,5,44,male,brand,highlandYoghurt,1.407931,-0.414815,-0.009093
SYN_109,1,15,male,price,krest,7.069351,0.479607,-0.009305
SYN_109,2,15,male,brand,cadbury,12.488166,0.61094,0.01297
SYN_109,3,15,male,familiarity,fortune,10.821195,-0.366197,0.029423
SYN_109,4,15,male,familiarity,ambewela,15.978872,-0.355187,0.012998
SYN_109,5,15,male,familiarity,highlandYoghurt,2.827477,-0.414813,-0.016301
SYN_110,1,35,male,familiarity,goldi,11.913486,0.480556,0.055186
SYN_110,2,35,male,brand,kandos,2.078987,0.606079,0.059126
SYN_110,3,35,male,familiarity,marina,14.504064,0.515741,0.050094
SYN_110,4,35,male,price,ambewela,2.412841,-0.586293,0.003115
SYN_110,5,35,male,price,ambewelayoghurt,1.352282,-0.412307,0.027509
SYN_111,1,49,Female,brand,unknown,32.303962,0.480556,0.038565
SYN_111,2,49,Female,brand,kandos,15.860743,0.339229,0.021989
SYN_111,3,49,Female,familiarity,fortune,30.685287,0.241465,-0.07155
SYN_111,4,49,Female,brand,ambewela,17.314456,-0.176345,-0.051485
SYN_111,5,49,Female,brand,pelawatteyoghurt,1.538219,-0.343317,-0.012271
SYN_112,1,31,Female,brand,krest,7.260812,0.480556,-0.053972
SYN_112,2,31,Female,brand,cadbury,15.493448,0.258219,-0.013353
SYN_112,3,31,Female,price,fortune,20.49942,-0.365607,-0.013538
SYN_112,4,31,Female,brand,kraft,43.759273,-0.586127,0.04059
SYN_112,5,31,Female,brand,highlandYoghurt,16.115111,-0.414813,0.016063
SYN_113,1,14,male,brand,goldi,6.241781,-0.439141,-0.055396
SYN_113,2,14,male,brand,cadbury,2.938541,-0.042101,0.035529
SYN_113,3,14,male,price,Njoy,4.0278,-0.04486,0.007795
SYN_113,4,14,male,price,kothmale,27.671548,-0.590873,-0.010904
SYN_113,5,14,male,familiarity,pelawatteyoghurt,25.260392,0.493455,0.032261
SYN_114,1,36,Female,brand,elephanthouse,10.961256,-0.416496,0.023023
SYN_114,2,36,Female,brand,cadbury,6.828263,0.011294,0.011846
SYN_114,3,36,Female,price,fortune,5.620341,-0.514813,-0.079505
SYN_114,4,36,Female,familiarity,kraft,13.087862,-0.432171,-0.022419
SYN_114,5,36,Female,brand,highlandYoghurt,1.35222,-0.337273,0.010029
SYN_115,1,16,male,price,goldi,23.762967,-0.438957,0.053441
SYN_115,2,16,male,brand,kandos,2.151029,-0.295479,0.056964
SYN_115,3,16,male,brand,marina,11.019706,-0.292546,-0.014231
SYN_115,4,16,male,brand,kothmale,11.004475,-0.494838,-0.012512
SYN_115,5,16,male,familiarity,ambewelayoghurt,1.352219,0.122354,0.031915
SYN_116,1,43,male,price,goldi,21.119863,0.181192,-0.004724
SYN_116,2,43,male,brand,cadbury,7.677219,0.572377,0.028997
SYN_116,3,43,male,familiarity,marina,15.629005,0.510102,0.038402
SYN_116,4,43,male,price,ambewela,5.563501,-0.364164,-0.03216
SYN_116,5,43,male,familiarity,ambewelayoghurt,6.219554,-0.414675,0.000824
SYN_117,1,14,male,familiarity,pussalla,18.797053,-0.445337,0.026903
SYN_117,2,14,male,brand,cadbury,2.131382,-0.088979,0.05057
SYN_117,3,14,male,price,fortune,4.755314,-0.318827,0.016739
SYN_117,4,14,male,familiarity,kothmale,19.92783,-0.58993,-0.027756
SYN_117,5,14,male,familiarity,highlandYoghurt,1.988711,0.513889,0.033766
SYN_118,1,14,male,familiarity,unknown,27.459502,-0.258847,-0.031577
SYN_118,2,14,male,brand,cadbury,9.141455,0.364788,0.024973
SYN_118,3,14,male,familiarity,fortune,24.486336,-0.480401,-0.029347
SYN_118,4,14,male,brand,ambewela,34.414993,-0.580411,-0.025558
SYN_118,5,14,male,brand,highlandYoghurt,7.671266,0.263706,0.022527
SYN_119,1,14,male,brand,goldi,26.090729,-0.389852,-0.07956
SYN_119,2,14,male,familiarity,cadbury,8.953417,-0.297222,0.001999
SYN_119,3,14,male,brand,fortune,23.006874,0.124974,0.042059
SYN_119,4,14,male,price,kothmale,53.050284,-0.591015,-0.009387
SYN_119,5,14,male,brand,pelawatteyoghurt,27.698074,-0.386799,0.033805
SYN_120,1,15,male,brand,goldi,8.053374,-0.44537,-0.089518
SYN_120,2,15,male,familiarity,ritzbury,4.153842,-0.284681,0.032067
SYN_120,3,15,male,brand,Njoy,5.142535,0.342878,-0.015129
SYN_120,4,15,male,price,ambewela,35.732458,-0.577534,0.036112
SYN_120,5,15,male,brand,ambewelayoghurt,23.063119,0.368567,0.034051
SYN_121,1,18,Female,brand,krest,11.230874,-0.134489,-0.01244
SYN_121,2,18,Female,brand,cadbury,7.351609,0.623391,0.001359
SYN_121,3,18,Female,brand,fortune,5.102061,-0.483263,-0.050997
SYN_121,4,18,Female,familiarity,ambewela,5.190795,-0.429084,-0.042189
SYN_121,5,18,Female,brand,highlandYoghurt,1.63701,-0.355095,-0.009548
SYN_122,1,14,male,price,krest,22.005753,-0.440166,-0.021555
SYN_122,2,14,male,price,revello,3.674575,-0.219576,-0.012422
SYN_122,3,14,male,brand,fortune,12.334633,0.338726,-0.011879
SYN_122,4,14,male,familiarity,kothmale,49.060068,-0.581545,0.040386
SYN_122,5,14,male,brand,anchoryoghurt,5.863119,-0.102264,0.034031
SYN_123,1,14,Female,brand,elephanthouse,18.123705,-0.437579,-0.00223
SYN_123,2,14,Female,familiarity,cadbury,11.178165,0.020494,0.04105
SYN_123,3,14,Female,brand,fortune,7.771511,-0.514285,0.024881
SYN_123,4,14,Female,brand,kraft,32.39043,-0.405304,-0.050571
SYN_123,5,14,Female,familiarity,highlandYoghurt,5.196657,-0.059454,-0.004469
SYN_124,1,14,Female,price,goldi,7.133885,-0.445366,0.054398
SYN_124,2,14,Female,brand,cadbury,2.103673,0.284207,0.057426
SYN_124,3,14,Female,price,Njoy,2.061473,-0.480349,-0.051054
SYN_124,4,14,Female,familiarity,kothmale,2.474434,-0.400031,-0.012114
SYN_124,5,14,Female,familiarity,pelawatteyoghurt,1.352219,0.506262,0.023016
SYN_125,1,14,male,price,krest,1.926577,-0.436391,-0.064106
SYN_125,2,14,male,brand,ritzbury,6.047242,0.616308,0.011222
SYN_125,3,14,male,price,fortune,2.051836,-0.51202,-0.010263
SYN_125,4,14,male,familiarity,kothmale,13.120923,-0.577708,0.041835
SYN_125,5,14,male,brand,highlandYoghurt,7.936979,-0.232646,0.016978
SYN_126,1,14,male,price,goldi,1.930527,0.381396,-0.092255
SYN_126,2,14,male,familiarity,cadbury,4.046986,0.511062,0.045397
SYN_126,3,14,male,brand,fortune,4.916644,-0.507771,0.034742
SYN_126,4,14,male,price,ambewela,23.56095,-0.59165,0.03402
SYN_126,5,14,male,familiarity,pelawatteyoghurt,24.560205,0.030739,0.029274
SYN_127,1,14,Female,familiarity,krest,19.430016,-0.44455,-0.049475
SYN_127,2,14,Female,brand,ritzbury,4.334498,0.625788,-0.003394
SYN_127,3,14,Female,price,fortune,8.389787,-0.435343,-0.044948
SYN_127,4,14,Female,familiarity,ambewela,6.284556,-0.590864,-0.026644
SYN_127,5,14,Female,brand,anchoryoghurt,3.166731,0.074254,0.028948
SYN_128,1,14,male,price,krest,7.151417,0.480556,0.015336
SYN_128,2,14,male,price,cadbury,2.555306,0.379519,0.021499
SYN_128,3,14,male,price,fortune,12.479539,-0.170773,0.019935
SYN_128,4,14,male,familiarity,ambewela,16.275509,-0.591422,0.045164
SYN_128,5,14,male,brand,highlandYoghurt,1.358355,-0.41475,0.03256
SYN_129,1,16,male,price,krest,27.39654,0.465946,-0.093051
SYN_129,2,16,male,brand,cadbury,19.710326,0.608283,-0.032916
SYN_129,3,16,male,familiarity,fortune,25.738158,-0.302421,-0.051601
SYN_129,4,16,male,brand,ambewela,46.117169,-0.347694,-0.043227
SYN_129,5,16,male,brand,anchoryoghurt,28.752108,-0.354139,-0.023749
SYN_130,1,15,male,familiarity,goldi,19.057301,0.431924,0.060127
SYN_130,2,15,male,price,kandos,2.070613,0.318801,0.060176
SYN_130,3,15,male,familiarity,marina,15.585958,0.233305,0.042895
SYN_130,4,15,male,familiarity,ambewela,2.409539,-0.415525,0.016235
SYN_130,5,15,male,price,ambewelayoghurt,1.352219,-0.20917,0.022383
SYN_131,1,14,Female,price,goldi,12.679731,-0.44537,0.058046
SYN_131,2,14,Female,brand,revello,2.078943,-0.029042,0.059765
SYN_131,3,14,Female,price,Njoy,2.286581,0.109963,-0.008386
SYN_131,4,14,Female,familiarity,kothmale,2.427042,-0.352682,0.022847
SYN_131,5,14,Female,familiarity,pelawatteyoghurt,1.352219,0.510153,0.031848
SYN_132,1,19,male,brand,krest,12.991973,-0.351346,-0.15
SYN_132,2,19,male,brand,ritzbury,15.6443,0.607417,-0.042193
SYN_132,3,19,male,price,fortune,10.093414,-0.504362,-0.076658
SYN_132,4,19,male,brand,ambewela,39.76387,-0.590214,-0.033912
SYN_132,5,19,male,brand,highlandYoghurt,28.457303,-0.295657,0.019189
SYN_133,1,14,male,price,krest,16.773818,0.435214,-0.110124
SYN_133,2,14,male,brand,cadbury,17.525318,0.558726,-0.000468
SYN_133,3,14,male,familiarity,fortune,21.58301,-0.396079,-0.063491
SYN_133,4,14,male,price,ambewela,43.333415,-0.524615,-0.020263
SYN_133,5,14,male,brand,highlandYoghurt,29.53082,0.467843,-0.007384
SYN_134,1,39,Female,brand,goldi,29.938466,-0.443454,0.014101
SYN_134,2,39,Female,familiarity,cadbury,14.003543,0.290644,0.03122
SYN_134,3,39,Female,price,fortune,19.318744,-0.48873,-0.077157
SYN_134,4,39,Female,brand,kothmale,11.162581,-0.164118,-0.054592
SYN_134,5,39,Female,brand,pelawatteyoghurt,2.184448,0.463873,-0.010252
SYN_135,1,14,male,familiarity,krest,21.978892,0.480556,-0.114913
SYN_135,2,14,male,brand,cadbury,12.211577,0.580196,0.001939
SYN_135,3,14,male,brand,fortune,30.685287,-0.325899,0.032481
SYN_135,4,14,male,brand,ambewela,47.438228,-0.591661,-0.00599
SYN_135,5,14,male,brand,highlandYoghurt,29.379266,-0.337138,0.028597
SYN_136,1,26,male,brand,goldi,7.589019,-0.266383,0.040953
SYN_136,2,26,male,brand,cadbury,3.416935,-0.234908,0.051378
SYN_136,3,26,male,brand,Njoy,10.329728,0.237116,-0.037423
SYN_136,4,26,male,brand,kothmale,12.228164,-0.425167,0.063634
SYN_136,5,26,male,brand,pelawatteyoghurt,1.355721,-0.281675,0.027529
SYN_137,1,45,female,brand,krest,22.178132,0.402142,0.000527
SYN_137,2,45,female,brand,cadbury,17.305068,0.626852,-0.00328
SYN_137,3,45,female,brand,fortune,7.857107,-0.310548,-0.034627
SYN_137,4,45,female,brand,kothmale,2.446905,0.163766,-0.060069
SYN_137,5,45,female,price,highlandYoghurt,14.432007,-0.378227,-0.05463
SYN_138,1,14,male,brand,elephanthouse,2.384006,0.159097,-0.030145
SYN_138,2,14,male,brand,cadbury,6.643948,0.389878,0.03688
SYN_138,3,14,male,brand,fortune,5.596262,-0.491941,0.009417
SYN_138,4,14,male,brand,ambewela,15.816167,-0.570102,0.050709
SYN_138,5,14,male,brand,pelawatteyoghurt,2.175922,-0.412953,0.018407
SYN_139,1,26,male,familiarity,goldi,10.212316,0.270297,0.059018
SYN_139,2,26,male,brand,kandos,2.091695,0.607502,0.059991
SYN_139,3,26,male,familiarity,marina,6.785554,0.134947,-0.003336
SYN_139,4,26,male,brand,happycow,2.408211,-0.186351,-0.000189
SYN_139,5,26,male,price,ambewelayoghurt,1.352219,-0.038581,0.004889
SYN_140,1,49,Female,brand,krest,29.615345,0.426415,-0.087522
SYN_140,2,49,Female,brand,cadbury,20.023798,0.626851,-0.036992
SYN_140,3,49,Female,familiarity,fortune,25.623096,0.515741,-0.019525
SYN_140,4,49,Female,price,ambewela,7.259997,-0.247046,-0.055294
SYN_140,5,49,Female,brand,highlandYoghurt,29.081347,-0.414808,-0.035587
SYN_141,1,25,male,brand,goldi,10.816971,0.003797,0.003264
SYN_141,2,25,male,brand,cadbury,6.545359,0.425298,0.029947
SYN_141,3,25,male,brand,Njoy,7.718668,-0.293019,0.004317
SYN_141,4,25,male,brand,kothmale,9.807124,-0.472963,-0.026473
SYN_141,5,25,male,familiarity,pelawatteyoghurt,1.952002,-0.405991,0.004578
SYN_142,1,49,Female,brand,goldi,30.535881,-0.444538,0.033879
SYN_142,2,49,Female,familiarity,cadbury,5.303011,-0.297222,0.0273
SYN_142,3,49,Female,price,marina,13.426769,-0.071028,-0.065645
SYN_142,4,49,Female,price,richlife,24.105614,-0.322342,-0.058312
SYN_142,5,49,Female,brand,ambewelayoghurt,1.415534,0.253097,0.018786
SYN_143,1,49,Female,brand,goldi,27.688913,0.206956,-0.050259
SYN_143,2,49,Female,familiarity,cadbury,18.836066,0.586022,-0.011744
SYN_143,3,49,Female,familiarity,fortune,21.184164,-0.502296,-0.065108
SYN_143,4,49,Female,price,ambewela,13.455,-0.148817,-0.058417
SYN_143,5,49,Female,brand,pelawatteyoghurt,2.983314,-0.414641,-0.0328
SYN_144,1,45,Female,brand,krest,13.309032,0.480556,-0.010703
SYN_144,2,45,Female,brand,cadbury,14.323243,0.618297,0.007708
SYN_144,3,45,Female,brand,fortune,20.832921,-0.422499,-0.062429
SYN_144,4,45,Female,brand,ambewela,9.03672,-0.425782,0.00171
SYN_144,5,45,Female,brand,highlandYoghurt,1.806175,-0.414431,-0.014822
SYN_145,1,31,male,price,goldi,3.688296,-0.437513,0.058428
SYN_145,2,31,male,brand,cadbury,2.166804,-0.062983,0.058455
SYN_145,3,31,male,familiarity,marina,2.407575,-0.327083,-0.024779
SYN_145,4,31,male,familiarity,kothmale,2.439969,0.233071,0.051672
SYN_145,5,31,male,price,pelawatteyoghurt,1.352219,-0.412829,0.012199
SYN_146,1,41,male,brand,unknown,27.676441,0.189882,-0.066417
SYN_146,2,41,male,brand,cadbury,16.753702,0.432487,-0.028058
SYN_146,3,41,male,familiarity,fortune,22.27374,0.065882,-0.007706
SYN_146,4,41,male,brand,ambewela,37.927721,-0.357469,-0.042734
SYN_146,5,41,male,brand,highlandYoghurt,13.491218,-0.414812,-0.004717
SYN_147,1,45,Female,brand,unknown,30.323484,0.32836,0.059564
SYN_147,2,45,Female,price,cadbury,2.664269,-0.297222,0.043003
SYN_147,3,45,Female,price,fortune,24.288634,-0.460841,-0.033722
SYN_147,4,45,Female,familiarity,richlife,20.017035,-0.534343,-0.03156
SYN_147,5,45,Female,brand,highlandYoghurt,1.352219,-0.414581,0.028666
SYN_148,1,45,Female,brand,krest,23.042003,0.480556,-0.080406
SYN_148,2,45,Female,brand,cadbury,21.574212,0.626765,-0.041946
SYN_148,3,45,Female,brand,fortune,22.094916,-0.342074,-0.056654
SYN_148,4,45,Female,familiarity,kothmale,32.570001,0.169827,-0.048112
SYN_148,5,45,Female,brand,anchoryoghurt,27.992845,-0.414814,-0.05183
SYN_149,1,31,Female,brand,krest,32.024295,-0.305246,0.008085
SYN_149,2,31,Female,price,cadbury,10.300046,0.39084,-0.030864
SYN_149,3,31,Female,price,Njoy,19.945381,0.496269,-0.011149
SYN_149,4,31,Female,familiarity,kraft,32.479764,-0.391271,-0.059239
SYN_149,5,31,Female,familiarity,highlandYoghurt,15.352057,-0.374752,0.002929
